Severity,Start_Time,Year,Month,Weekday,Hour,State,City,Weather_Condition,Temperature_F,Humidity_pct,Visibility_mi,Wind_Speed_mph,Precipitation_in,Sunrise_Sunset,Distance_mi
2,2021-01-06 21:44:00,2021,1,Wednesday,21,PA,Hustontown,Cloudy,31.0,69.0,10.0,14.0,0.0,Night,0.055
2,2021-01-06 21:55:32,2021,1,Wednesday,21,MN,Duluth,Fog,26.0,92.0,0.5,9.0,0.0,Night,0.882
2,2021-01-06 22:04:30,2021,1,Wednesday,22,WA,Puyallup,Fog,39.0,100.0,0.75,3.0,0.0,Night,3.834
2,2021-01-06 22:56:00,2021,1,Wednesday,22,WA,Tacoma,Fog,41.0,93.0,0.38,0.0,0.0,Night,1.626
2,2021-01-06 23:08:00,2021,1,Wednesday,23,CA,Los Angeles,Fair,52.0,83.0,10.0,0.0,0.0,Night,0.073
2,2021-01-06 23:17:00,2021,1,Wednesday,23,VA,Alexandria,Mostly Cloudy,39.0,60.0,10.0,7.0,0.0,Night,1.182
2,2021-01-06 23:48:00,2021,1,Wednesday,23,FL,Orlando,Mostly Cloudy,55.0,80.0,10.0,8.0,0.0,Night,0.012
2,2021-01-07 00:42:00,2021,1,Thursday,0,LA,Shreveport,Light Rain,46.0,89.0,8.0,16.0,0.3,Night,0.006
2,2021-01-07 00:49:51,2021,1,Thursday,0,OR,Tualatin,Cloudy,46.0,93.0,10.0,6.0,0.0,Night,0.1
2,2021-01-07 01:44:00,2021,1,Thursday,1,CA,Grass Valley,Fair,43.0,66.0,10.0,0.0,0.0,Night,0.089
2,2021-01-07 01:56:41,2021,1,Thursday,1,TX,Houston,Fair,51.0,68.0,10.0,10.0,0.0,Night,0.168
2,2021-01-07 02:31:08,2021,1,Thursday,2,MD,Middletown,Cloudy,36.0,75.0,10.0,0.0,0.0,Night,2.942
4,2021-01-07 02:36:00,2021,1,Thursday,2,PA,Confluence,,23.0,93.0,10.0,6.0,,Night,1.526
2,2021-01-07 03:01:00,2021,1,Thursday,3,CA,San Francisco,Cloudy,51.0,92.0,3.0,7.0,0.0,Night,0.239
2,2021-01-07 04:01:22,2021,1,Thursday,4,SC,Columbia,Fair,29.0,89.0,10.0,3.0,0.0,Night,0.0
2,2021-01-07 04:48:00,2021,1,Thursday,4,FL,Labelle,Fair,53.0,93.0,10.0,8.0,0.0,Night,0.072
2,2021-01-07 04:56:44,2021,1,Thursday,4,TX,Houston,Fair,51.0,59.0,10.0,16.0,0.0,Night,0.011
2,2021-01-07 05:11:00,2021,1,Thursday,5,TX,Austin,Fair,45.0,60.0,10.0,5.0,0.0,Night,0.061
2,2021-01-07 05:27:49,2021,1,Thursday,5,OR,Walterville,Mostly Cloudy,44.0,93.0,10.0,5.0,0.0,Night,0.219
2,2021-01-07 05:48:37,2021,1,Thursday,5,SC,Orangeburg,Fair,32.0,92.0,10.0,0.0,0.0,Night,0.066
2,2021-01-07 05:50:00,2021,1,Thursday,5,MN,Saint Paul,Cloudy,22.0,92.0,4.0,6.0,0.0,Night,0.818
2,2021-01-07 05:54:30,2021,1,Thursday,5,MN,Saint Paul,Cloudy,22.0,92.0,4.0,6.0,0.0,Night,0.307
2,2021-01-07 06:18:11,2021,1,Thursday,6,MD,Baltimore,,,,,,,Night,0.0
2,2021-01-07 06:21:26,2021,1,Thursday,6,PA,Lancaster,Fair,33.0,64.0,10.0,13.0,0.0,Night,0.071
2,2021-01-07 06:45:27,2021,1,Thursday,6,MA,Everett,Partly Cloudy,32.0,56.0,10.0,16.0,0.0,Night,0.0
2,2021-01-07 07:01:06,2021,1,Thursday,7,NY,New Hyde Park,Fair,34.0,56.0,10.0,13.0,0.0,Night,0.0
4,2021-01-07 07:04:00,2021,1,Thursday,7,CO,Windsor,Fair,23.0,78.0,10.0,6.0,0.0,Night,0.409
2,2021-01-07 07:05:20,2021,1,Thursday,7,OH,New Albany,Cloudy,34.0,85.0,9.0,5.0,0.0,Night,0.0
2,2021-01-07 07:10:47,2021,1,Thursday,7,SC,Williamston,Fair,34.0,81.0,10.0,6.0,0.0,Night,0.0
2,2021-01-07 07:55:12,2021,1,Thursday,7,VA,Quantico,Fair,32.0,79.0,9.0,5.0,0.0,Day,0.0
2,2021-01-07 08:05:18,2021,1,Thursday,8,TX,Houston,Fair,49.0,64.0,10.0,13.0,0.0,Day,0.0
3,2021-01-07 08:19:49,2021,1,Thursday,8,NE,Omaha,Cloudy,34.0,86.0,4.0,3.0,0.0,Day,0.0
2,2021-01-07 09:38:53,2021,1,Thursday,9,LA,Baton Rouge,Cloudy,51.0,77.0,10.0,14.0,0.0,Day,0.0
2,2021-01-07 10:10:01,2021,1,Thursday,10,AZ,Surprise,Fair,51.0,35.0,10.0,3.0,0.0,Day,0.0
2,2021-01-07 10:47:31,2021,1,Thursday,10,AZ,Sun City,Fair,56.0,28.0,10.0,3.0,0.0,Day,0.0
2,2021-01-07 11:36:30,2021,1,Thursday,11,NY,Bronx,Fair,40.0,47.0,10.0,12.0,0.0,Day,1.018
2,2021-01-07 12:31:03,2021,1,Thursday,12,OR,Maupin,Partly Cloudy,44.0,85.0,10.0,3.0,0.0,Day,1.408
2,2021-01-07 12:42:54,2021,1,Thursday,12,CO,Colorado Springs,Mostly Cloudy,44.0,32.0,10.0,8.0,0.0,Day,0.0
2,2021-01-07 13:48:00,2021,1,Thursday,13,FL,Miami,Fair,76.0,48.0,10.0,10.0,0.0,Day,0.201
2,2021-01-07 13:48:00,2021,1,Thursday,13,FL,Miami,Fair,76.0,48.0,10.0,10.0,0.0,Day,0.288
2,2021-01-07 14:10:00,2021,1,Thursday,14,NC,Raleigh,Mostly Cloudy,48.0,54.0,10.0,5.0,0.0,Day,0.6559999999999999
2,2021-01-07 14:18:00,2021,1,Thursday,14,CA,Perris,Fair,74.0,12.0,10.0,0.0,0.0,Day,0.514
2,2021-01-07 14:31:25,2021,1,Thursday,14,IN,Indianapolis,Cloudy,37.0,62.0,10.0,13.0,0.0,Day,1.388
3,2021-01-07 14:46:05,2021,1,Thursday,14,VA,Richmond,Fair,46.0,47.0,10.0,7.0,0.0,Day,0.0
2,2021-01-07 15:02:00,2021,1,Thursday,15,FL,Jacksonville,Mostly Cloudy,70.0,51.0,10.0,13.0,0.0,Day,0.581
2,2021-01-07 15:06:30,2021,1,Thursday,15,FL,Hollywood,Mostly Cloudy,74.0,57.0,10.0,15.0,0.0,Day,4.33
2,2021-01-07 15:36:00,2021,1,Thursday,15,CA,Tulare,Haze,55.0,72.0,6.0,6.0,0.0,Day,0.238
3,2021-01-07 16:22:18,2021,1,Thursday,16,TN,Lenoir City,Cloudy,39.0,73.0,10.0,10.0,0.0,Day,0.0
2,2021-01-07 16:25:30,2021,1,Thursday,16,NV,Reno,Mostly Cloudy,47.0,28.0,10.0,6.0,0.0,Day,1.635
2,2021-01-07 16:32:00,2021,1,Thursday,16,CA,Ukiah,Fair,51.0,80.0,10.0,6.0,0.0,Day,0.04
2,2021-01-07 16:57:53,2021,1,Thursday,16,OR,Klamath Falls,Fair,32.0,85.0,10.0,6.0,0.0,Night,1.042
3,2021-01-07 17:04:08,2021,1,Thursday,17,LA,Baton Rouge,Cloudy,49.0,66.0,10.0,13.0,0.0,Day,1.8799999952316284
2,2021-01-07 17:08:36,2021,1,Thursday,17,NC,Raleigh,Cloudy,44.0,65.0,10.0,0.0,0.0,Day,0.0
2,2021-01-07 17:10:00,2021,1,Thursday,17,AZ,El Mirage,Fair,67.0,18.0,10.0,6.0,0.0,Day,0.5489999999999999
3,2021-01-07 18:00:17,2021,1,Thursday,18,AZ,Phoenix,Mostly Cloudy,67.0,16.0,10.0,7.0,0.0,Night,0.0
2,2021-01-07 18:31:00,2021,1,Thursday,18,MD,Capitol Heights,Fair,39.0,58.0,10.0,5.0,0.0,Night,0.114
2,2021-01-07 18:36:27,2021,1,Thursday,18,TN,Antioch,Cloudy,40.0,63.0,10.0,8.0,0.0,Night,0.0
2,2021-01-07 19:48:21,2021,1,Thursday,19,NJ,Lakewood,Fair,34.0,59.0,10.0,12.0,0.0,Night,0.0
2,2021-01-07 20:14:35,2021,1,Thursday,20,MD,Curtis Bay,,,,,,,Night,1.203
2,2021-01-07 20:18:25,2021,1,Thursday,20,IN,Chalmers,Cloudy,36.0,64.0,10.0,9.0,0.0,Night,4.346
2,2021-01-07 20:21:00,2021,1,Thursday,20,LA,Shreveport,Cloudy,44.0,83.0,10.0,12.0,0.0,Night,0.131
3,2021-01-07 20:52:34,2021,1,Thursday,20,TX,Coppell,Cloudy,44.0,76.0,10.0,14.0,0.0,Night,0.0
2,2021-01-07 21:29:08,2021,1,Thursday,21,FL,Jacksonville,Light Rain,61.0,83.0,10.0,5.0,0.0,Night,0.0
3,2021-01-07 21:57:38,2021,1,Thursday,21,CA,San Francisco,Mostly Cloudy,50.0,71.0,10.0,3.0,0.0,Night,0.0
2,2021-01-07 23:17:23,2021,1,Thursday,23,FL,Tampa,Rain,66.0,88.0,10.0,9.0,0.0,Night,1.039
2,2021-01-07 23:21:00,2021,1,Thursday,23,AL,Prattville,Cloudy,45.0,100.0,9.0,0.0,0.0,Night,0.993
2,2021-01-07 23:29:35,2021,1,Thursday,23,SC,Charleston,Light Rain,57.0,100.0,4.0,13.0,0.0,Night,0.032
2,2021-01-07 23:48:32,2021,1,Thursday,23,SC,Wedgefield,Rain,42.0,92.0,7.0,13.0,0.25,Night,0.017
2,2021-01-07 23:50:34,2021,1,Thursday,23,MN,Minneapolis,Fog,21.0,93.0,2.0,0.0,0.0,Night,0.166
2,2021-01-08 00:13:00,2021,1,Friday,0,AL,Montgomery,Fog,45.0,100.0,2.0,0.0,0.0,Night,0.096
2,2021-01-08 00:19:19,2021,1,Friday,0,OR,Oakland,Heavy Rain,44.0,85.0,3.0,5.0,0.14,Night,2.668
2,2021-01-08 00:29:00,2021,1,Friday,0,PA,New Castle,Cloudy,27.0,81.0,10.0,5.0,0.0,Night,0.111
2,2021-01-08 00:57:00,2021,1,Friday,0,CA,Cottonwood,Rain,45.0,90.0,3.0,10.0,0.06,Night,0.14
2,2021-01-08 01:07:00,2021,1,Friday,1,FL,Gainesville,Partly Cloudy,54.0,97.0,10.0,3.0,0.0,Night,0.009
2,2021-01-08 01:20:29,2021,1,Friday,1,CA,Los Angeles,Fair,50.0,86.0,6.0,0.0,0.0,Night,0.0
2,2021-01-08 01:23:00,2021,1,Friday,1,NY,Marcy,Cloudy,23.0,74.0,10.0,7.0,0.0,Night,0.5770000000000001
2,2021-01-08 01:51:00,2021,1,Friday,1,TX,Austin,Fair,41.0,79.0,10.0,0.0,0.0,Night,0.064
2,2021-01-08 02:32:00,2021,1,Friday,2,FL,Avon Park,Cloudy,63.0,94.0,10.0,7.0,0.0,Night,0.222
2,2021-01-08 02:46:49,2021,1,Friday,2,MT,Saint Regis,Fog,27.0,80.0,2.0,8.0,0.0,Night,2.864
2,2021-01-08 02:48:00,2021,1,Friday,2,CA,San Bernardino,Partly Cloudy,120.0,,7.0,0.0,0.0,Night,0.112
2,2021-01-08 02:56:00,2021,1,Friday,2,CA,Modesto,Fog,41.0,96.0,1.0,5.0,0.0,Night,0.028
2,2021-01-08 04:34:00,2021,1,Friday,4,TX,Austin,Fair,40.0,77.0,10.0,5.0,0.0,Night,0.102
2,2021-01-08 06:04:00,2021,1,Friday,6,TN,Thompsons Station,Cloudy,34.0,100.0,10.0,5.0,0.0,Night,4.1
2,2021-01-08 07:47:00,2021,1,Friday,7,FL,Saint Cloud,Fair,60.0,100.0,10.0,8.0,0.0,Day,0.065
2,2021-01-08 08:14:34,2021,1,Friday,8,FL,Orlando,Fair,56.0,100.0,10.0,5.0,0.0,Day,0.0
2,2021-01-08 08:42:25,2021,1,Friday,8,TN,Chattanooga,Mist,39.0,89.0,5.0,3.0,0.0,Day,0.503
3,2021-01-08 08:43:49,2021,1,Friday,8,NY,Forest Hills,Partly Cloudy,32.0,61.0,10.0,8.0,0.0,Day,0.0
2,2021-01-08 09:37:40,2021,1,Friday,9,AZ,Tucson,Fair,58.0,14.0,10.0,7.0,0.0,Day,0.0
2,2021-01-08 10:22:31,2021,1,Friday,10,DE,Wilmington,Fair,33.0,66.0,10.0,7.0,0.0,Day,0.0
2,2021-01-08 10:46:47,2021,1,Friday,10,CA,Hacienda Heights,Fair,59.0,60.0,7.0,3.0,0.0,Day,0.0
3,2021-01-08 12:34:00,2021,1,Friday,12,TX,Lake Dallas,Fair,49.0,48.0,10.0,9.0,0.0,Day,0.0
2,2021-01-08 12:36:30,2021,1,Friday,12,FL,Sunny Isles Beach,Mostly Cloudy,73.0,61.0,10.0,10.0,0.0,Day,0.805
2,2021-01-08 13:02:30,2021,1,Friday,13,FL,Fort Lauderdale,Cloudy,73.0,59.0,10.0,13.0,0.0,Day,0.392
2,2021-01-08 13:06:00,2021,1,Friday,13,CA,Caruthers,Fog,48.0,89.0,1.0,5.0,0.0,Day,0.504
2,2021-01-08 13:08:30,2021,1,Friday,13,FL,Miami,Cloudy,72.0,59.0,10.0,13.0,0.0,Day,0.17
2,2021-01-08 13:27:00,2021,1,Friday,13,FL,Orlando,Mostly Cloudy,66.0,59.0,10.0,16.0,0.0,Day,0.099
2,2021-01-08 13:48:30,2021,1,Friday,13,NY,Putnam Valley,Partly Cloudy,34.0,60.0,10.0,5.0,0.0,Day,0.456
2,2021-01-08 13:49:24,2021,1,Friday,13,OR,Portland,Mostly Cloudy,51.0,68.0,10.0,8.0,0.0,Day,0.963
2,2021-01-08 14:58:19,2021,1,Friday,14,PA,West Chester,Fair,36.0,60.0,10.0,0.0,0.0,Day,0.203
2,2021-01-08 15:03:09,2021,1,Friday,15,AZ,Tempe,Mostly Cloudy,67.0,15.0,10.0,7.0,0.0,Day,0.0
2,2021-01-08 15:42:40,2021,1,Friday,15,NJ,West Berlin,Fair,34.0,70.0,10.0,0.0,0.0,Day,0.016
2,2021-01-08 15:50:00,2021,1,Friday,15,TX,Houston,Fair,52.0,54.0,10.0,10.0,0.0,Day,1.027
2,2021-01-08 15:57:00,2021,1,Friday,15,FL,Apollo Beach,Mostly Cloudy,63.0,68.0,10.0,12.0,0.0,Day,0.578
2,2021-01-08 16:04:00,2021,1,Friday,16,IN,Fishers,Cloudy,30.0,93.0,10.0,12.0,,Day,0.222
2,2021-01-08 16:04:50,2021,1,Friday,16,TN,Nashville,Cloudy,38.0,62.0,10.0,12.0,0.0,Day,0.0
2,2021-01-08 16:22:00,2021,1,Friday,16,FL,Tavares,Cloudy,59.0,67.0,10.0,16.0,0.0,Day,0.021
3,2021-01-08 16:23:42,2021,1,Friday,16,FL,Fort Lauderdale,Partly Cloudy,75.0,51.0,10.0,18.0,0.0,Day,0.0
2,2021-01-08 16:32:00,2021,1,Friday,16,FL,Largo,Cloudy,61.0,75.0,10.0,15.0,0.0,Day,0.068
2,2021-01-08 17:14:29,2021,1,Friday,17,FL,Sarasota,Cloudy / Windy,65.0,63.0,10.0,21.0,0.0,Day,0.0
2,2021-01-08 17:17:00,2021,1,Friday,17,CA,Hawthorne,Fair,56.0,80.0,7.0,0.0,0.0,Night,0.075
2,2021-01-08 17:17:00,2021,1,Friday,17,MN,Saint Paul,Cloudy,21.0,100.0,4.0,0.0,0.0,Night,1.589
3,2021-01-08 17:27:38,2021,1,Friday,17,TX,El Paso,Fair,57.0,16.0,10.0,0.0,,Night,0.0
2,2021-01-08 17:37:26,2021,1,Friday,17,SC,Anderson,Cloudy,39.0,96.0,10.0,3.0,0.0,Night,0.0
2,2021-01-08 18:00:30,2021,1,Friday,18,LA,Baton Rouge,Mostly Cloudy,43.0,65.0,10.0,10.0,0.0,Night,0.0
2,2021-01-08 18:02:00,2021,1,Friday,18,LA,Baton Rouge,Mostly Cloudy,43.0,65.0,10.0,10.0,0.0,Night,0.0
2,2021-01-08 18:03:20,2021,1,Friday,18,NY,Flushing,Mostly Cloudy,36.0,57.0,10.0,8.0,0.0,Night,0.631
2,2021-01-08 18:08:02,2021,1,Friday,18,UT,Layton,Cloudy,32.0,71.0,10.0,8.0,0.0,Night,0.124
2,2021-01-08 18:23:53,2021,1,Friday,18,CA,Castro Valley,Fair,53.0,83.0,8.0,0.0,0.0,Night,0.0
2,2021-01-08 18:50:27,2021,1,Friday,18,OR,Banks,Fair,39.0,96.0,10.0,3.0,0.0,Night,0.138
3,2021-01-08 18:53:07,2021,1,Friday,18,GA,Atlanta,Cloudy / Windy,39.0,82.0,10.0,21.0,0.0,Night,0.2800000011920929
2,2021-01-08 18:56:00,2021,1,Friday,18,CA,Carmichael,Fair,48.0,93.0,7.0,9.0,,Night,0.013
2,2021-01-08 19:27:26,2021,1,Friday,19,TX,Dallas,Fair,44.0,60.0,10.0,6.0,0.0,Night,0.0
2,2021-01-08 19:58:08,2021,1,Friday,19,NC,Charlotte,Light Rain,34.0,96.0,7.0,0.0,0.04,Night,0.0
2,2021-01-08 20:02:42,2021,1,Friday,20,MN,Osseo,Cloudy,16.0,92.0,3.0,8.0,0.0,Night,0.458
2,2021-01-08 20:13:00,2021,1,Friday,20,CA,San Leandro,Fair,54.0,75.0,10.0,5.0,0.0,Night,3.5010000000000003
2,2021-01-08 20:34:00,2021,1,Friday,20,NC,Statesville,Cloudy,35.0,97.0,7.0,3.0,0.0,Night,2.824
2,2021-01-08 20:47:00,2021,1,Friday,20,VA,Annandale,Partly Cloudy,35.0,60.0,10.0,8.0,0.0,Night,2.399
3,2021-01-08 21:07:45,2021,1,Friday,21,TN,Nashville,Cloudy,35.0,61.0,10.0,13.0,0.0,Night,0.0
2,2021-01-08 21:22:00,2021,1,Friday,21,CA,Eureka,Fair,40.0,97.0,7.0,3.0,0.0,Night,0.068
2,2021-01-08 21:37:00,2021,1,Friday,21,CA,Auburn,Fair,41.0,100.0,9.0,0.0,0.0,Night,0.008
2,2021-01-08 21:48:00,2021,1,Friday,21,PA,York,Fair,31.0,61.0,10.0,7.0,0.0,Night,0.011
2,2021-01-08 22:42:00,2021,1,Friday,22,PA,York,Mostly Cloudy,31.0,57.0,10.0,12.0,0.0,Night,0.04
2,2021-01-08 22:55:06,2021,1,Friday,22,LA,New Orleans,Mostly Cloudy / Windy,44.0,65.0,10.0,21.0,0.0,Night,0.7090000000000001
2,2021-01-08 23:00:00,2021,1,Friday,23,AZ,Tempe,Partly Cloudy,56.0,29.0,10.0,3.0,0.0,Night,0.953
2,2021-01-08 23:30:00,2021,1,Friday,23,PA,Scranton,Mostly Cloudy,23.0,72.0,10.0,7.0,0.0,Night,0.053
2,2021-01-08 23:35:50,2021,1,Friday,23,VA,Ashburn,Mostly Cloudy,32.0,66.0,10.0,7.0,0.0,Night,0.63
2,2021-01-09 00:20:21,2021,1,Saturday,0,FL,Clearwater,Cloudy,57.0,67.0,10.0,13.0,0.0,Night,0.034
2,2021-01-09 01:00:27,2021,1,Saturday,1,OR,Bend,,,,,,,Night,0.057
2,2021-01-09 01:26:00,2021,1,Saturday,1,CA,Fairfield,Fog,45.0,90.0,0.25,3.0,0.0,Night,0.458
2,2021-01-09 01:29:17,2021,1,Saturday,1,MN,Minneapolis,Cloudy,14.0,88.0,5.0,3.0,0.0,Night,0.024
2,2021-01-09 02:12:59,2021,1,Saturday,2,FL,Miami,Fair,60.0,72.0,10.0,8.0,0.0,Night,0.062
2,2021-01-09 02:21:01,2021,1,Saturday,2,OR,Chiloquin,Fair,23.0,92.0,10.0,3.0,0.0,Night,0.735
2,2021-01-09 02:23:22,2021,1,Saturday,2,FL,Miami,Mostly Cloudy,62.0,70.0,10.0,7.0,0.0,Night,0.028
2,2021-01-09 02:28:30,2021,1,Saturday,2,TN,Nashville,Cloudy,34.0,61.0,10.0,6.0,0.0,Night,0.113
2,2021-01-09 02:30:00,2021,1,Saturday,2,CA,Los Angeles,Fair,53.0,64.0,7.0,0.0,0.0,Night,0.013
2,2021-01-09 03:03:00,2021,1,Saturday,3,FL,North Fort Myers,Cloudy,58.0,72.0,10.0,9.0,0.0,Night,0.072
2,2021-01-09 03:44:00,2021,1,Saturday,3,WA,Puyallup,Fog,27.0,100.0,0.88,0.0,0.0,Night,0.758
2,2021-01-09 04:02:59,2021,1,Saturday,4,SC,Gaston,Cloudy,39.0,93.0,9.0,9.0,0.0,Night,0.079
2,2021-01-09 04:41:48,2021,1,Saturday,4,SC,Florence,Mostly Cloudy,39.0,89.0,10.0,7.0,0.0,Night,0.019
2,2021-01-09 05:05:10,2021,1,Saturday,5,LA,New Orleans,Fair,42.0,58.0,10.0,20.0,0.0,Night,0.1639999999999999
2,2021-01-09 05:13:00,2021,1,Saturday,5,WA,Seattle,Fog,36.0,100.0,0.25,0.0,0.0,Night,0.062
2,2021-01-09 05:37:30,2021,1,Saturday,5,VA,Woodbridge,Fair,32.0,54.0,10.0,8.0,0.0,Night,0.903
2,2021-01-09 06:20:00,2021,1,Saturday,6,MI,Flint,Fair,21.0,78.0,10.0,0.0,0.0,Night,0.094
2,2021-01-09 06:59:00,2021,1,Saturday,6,CA,Long Beach,Fog,45.0,97.0,0.25,0.0,0.0,Day,0.008
3,2021-01-09 06:59:51,2021,1,Saturday,6,KY,Louisville,Cloudy,30.0,72.0,10.0,8.0,0.0,Night,0.7200000286102295
2,2021-01-09 07:02:00,2021,1,Saturday,7,CA,Tulare,Fog,42.0,100.0,1.0,0.0,0.0,Night,0.996
2,2021-01-09 13:36:00,2021,1,Saturday,13,FL,Miami Lakes,Fair,64.0,52.0,10.0,17.0,0.0,Day,0.144
2,2021-01-09 13:43:00,2021,1,Saturday,13,FL,Miami,Fair,67.0,51.0,10.0,12.0,0.0,Day,0.066
2,2021-01-09 13:48:00,2021,1,Saturday,13,FL,Miami,Partly Cloudy,64.0,54.0,10.0,10.0,0.0,Day,0.134
2,2021-01-09 14:07:31,2021,1,Saturday,14,NC,Cary,Fair,48.0,44.0,10.0,7.0,0.0,Day,0.408
2,2021-01-09 14:57:22,2021,1,Saturday,14,SC,Piedmont,Fair,50.0,40.0,10.0,6.0,0.0,Day,0.406
2,2021-01-09 15:55:36,2021,1,Saturday,15,SC,Myrtle Beach,Fair,51.0,48.0,10.0,15.0,0.0,Day,0.286
2,2021-01-09 15:58:16,2021,1,Saturday,15,OK,Oklahoma City,Fair,43.0,51.0,10.0,8.0,0.0,Day,0.0
2,2021-01-09 15:59:52,2021,1,Saturday,15,CA,Calabasas,Fair / Windy,70.0,11.0,10.0,21.0,0.0,Day,0.242
2,2021-01-09 16:37:42,2021,1,Saturday,16,MN,Minneapolis,N/A Precipitation,16.0,84.0,6.0,5.0,0.0,Day,0.328
2,2021-01-09 16:51:58,2021,1,Saturday,16,NC,Raleigh,Fair,47.0,42.0,10.0,6.0,0.0,Day,0.34
2,2021-01-09 17:32:00,2021,1,Saturday,17,MI,Detroit,Fair,39.0,57.0,10.0,3.0,0.0,Night,0.971
3,2021-01-09 17:34:51,2021,1,Saturday,17,CT,Fairfield,Cloudy,34.0,46.0,10.0,7.0,0.0,Night,0.0
3,2021-01-09 17:51:03,2021,1,Saturday,17,CT,Norwalk,Mostly Cloudy,33.0,40.0,10.0,13.0,0.0,Night,0.550000011920929
2,2021-01-09 18:10:07,2021,1,Saturday,18,NC,Raleigh,Fair,44.0,49.0,10.0,3.0,0.0,Night,0.063
2,2021-01-09 18:10:40,2021,1,Saturday,18,TX,Dallas,Fair,44.0,49.0,10.0,6.0,0.0,Night,0.468
2,2021-01-09 18:38:00,2021,1,Saturday,18,FL,Spring Hill,Mostly Cloudy,49.0,66.0,10.0,7.0,0.0,Night,0.501
3,2021-01-09 18:52:34,2021,1,Saturday,18,CA,Berkeley,Partly Cloudy,53.0,77.0,10.0,6.0,0.0,Night,0.0
2,2021-01-09 19:38:47,2021,1,Saturday,19,SC,Greer,Fair,36.0,57.0,10.0,7.0,0.0,Night,0.022
2,2021-01-09 20:49:52,2021,1,Saturday,20,SC,Summerville,Mostly Cloudy,43.0,87.0,10.0,0.0,0.0,Night,0.375
2,2021-01-09 21:20:00,2021,1,Saturday,21,CA,Anaheim,Fair,61.0,17.0,10.0,6.0,0.0,Night,0.216
2,2021-01-09 21:47:00,2021,1,Saturday,21,FL,Fort Myers,Fair,52.0,71.0,10.0,8.0,0.0,Night,0.018
2,2021-01-09 22:25:00,2021,1,Saturday,22,FL,Sarasota,Mostly Cloudy,52.0,71.0,10.0,5.0,0.0,Night,0.115
2,2021-01-09 22:45:00,2021,1,Saturday,22,FL,Fort Myers,Fair,51.0,74.0,10.0,5.0,0.0,Night,0.081
2,2021-01-09 22:47:00,2021,1,Saturday,22,CA,San Bernardino,Fair,50.0,,7.0,0.0,0.0,Night,2.897
2,2021-01-09 23:00:00,2021,1,Saturday,23,NY,Rochester,Mostly Cloudy,25.0,85.0,10.0,6.0,0.0,Night,0.027
2,2021-01-09 23:04:04,2021,1,Saturday,23,UT,Coalville,,,,,,,Night,2.377
2,2021-01-09 23:35:00,2021,1,Saturday,23,CA,Ukiah,Fair,41.0,86.0,8.0,0.0,0.0,Night,0.14
2,2021-01-10 00:22:00,2021,1,Sunday,0,CA,Bolinas,,,,,,,Night,0.043
2,2021-01-10 00:34:26,2021,1,Sunday,0,OR,Eagle Point,Mostly Cloudy,39.0,82.0,10.0,5.0,0.0,Night,0.224
2,2021-01-10 01:11:30,2021,1,Sunday,1,CA,North Hills,Fair,60.0,16.0,10.0,9.0,0.0,Night,1.341
2,2021-01-10 01:51:36,2021,1,Sunday,1,TX,Houston,Light Rain,45.0,68.0,10.0,9.0,0.01,Night,0.063
2,2021-01-10 02:08:00,2021,1,Sunday,2,CA,Hayfork,,,,,,,Night,0.561
2,2021-01-10 03:08:00,2021,1,Sunday,3,AZ,Phoenix,Fair,46.0,31.0,10.0,8.0,0.0,Night,0.192
4,2021-01-10 03:30:00,2021,1,Sunday,3,NC,Taylorsville,Fair,26.0,86.0,10.0,0.0,0.0,Night,0.334
2,2021-01-10 05:09:02,2021,1,Sunday,5,TX,Grapevine,Cloudy,39.0,65.0,10.0,7.0,0.0,Night,3.621
2,2021-01-10 05:45:32,2021,1,Sunday,5,MN,Minneapolis,Cloudy,23.0,92.0,5.0,5.0,0.0,Night,0.078
2,2021-01-10 06:00:00,2021,1,Sunday,6,FL,Pensacola,Cloudy,43.0,62.0,10.0,7.0,0.0,Night,0.119
2,2021-01-10 07:13:00,2021,1,Sunday,7,CA,Jackson,Fair,45.0,61.0,10.0,3.0,0.0,Night,0.121
2,2021-01-10 07:21:30,2021,1,Sunday,7,LA,Metairie,Cloudy,39.0,86.0,10.0,13.0,0.0,Day,0.468
2,2021-01-10 07:24:00,2021,1,Sunday,7,LA,Metairie,Cloudy,39.0,86.0,10.0,13.0,0.0,Day,0.343
2,2021-01-10 07:41:17,2021,1,Sunday,7,OR,Warrenton,Cloudy,44.0,93.0,10.0,3.0,0.0,Night,0.019
2,2021-01-10 08:14:56,2021,1,Sunday,8,FL,Doral,Fair,50.0,77.0,10.0,8.0,0.0,Day,0.12
2,2021-01-10 10:44:01,2021,1,Sunday,10,NC,Charlotte,Fair,44.0,49.0,10.0,3.0,0.0,Day,0.0
3,2021-01-10 10:50:06,2021,1,Sunday,10,TN,Lebanon,Mostly Cloudy,33.0,59.0,10.0,0.0,0.0,Day,0.0
2,2021-01-10 11:14:58,2021,1,Sunday,11,FL,Sarasota,Fair,51.0,63.0,10.0,10.0,0.0,Day,0.0
3,2021-01-10 11:21:00,2021,1,Sunday,11,OH,Milan,Fair,29.0,85.0,5.0,8.0,0.0,Day,0.0
2,2021-01-10 12:06:02,2021,1,Sunday,12,MO,Saint Charles,Cloudy,29.0,67.0,5.0,3.0,0.0,Day,0.0
2,2021-01-10 12:28:00,2021,1,Sunday,12,IA,Altoona,Cloudy,27.0,93.0,6.0,8.0,0.0,Day,0.342
